Country Name,Country Code,2015gdp,2016gdp,2017gdp,2018gdp,2019gdp,2019gdppc,2019inflation,2019population,2019unemployment,2019FDI%,Continent,2018population
Papua New Guinea,PNG,21723531173,20759069103,22742613554,23412495063,24969611435,2845.180186,3.8689236,8776109,,1.337525441,Oceania,8606316
Poland,POL,4.78E+11,4.72E+11,5.26E+11,5.87E+11,5.92E+11,15595.22703,2.949587704,37970874,3.277299881,2.697392815,Europe,37974750
Pre-demographic dividend,PRE,1.34E+12,1.22E+12,1.27E+12,1.33E+12,1.39E+12,1472.385402,2.405388086,944902749,,0.952917307,#N/A,919485393
Puerto Rico,PRI,1.03E+11,1.04E+11,1.03E+11,1.01E+11,1.05E+11,32873.71927,2.749481782,3193694,8.300000191,,North America,3193354
"Korea, Dem. People¡¯s Rep.",PRK,,,,,,,,25666161,,,Asia,25549819
Portugal,PRT,1.99E+11,2.06E+11,2.21E+11,2.41E+11,2.38E+11,23145.04082,1.721191737,10269417,6.462999821,3.479788109,Europe,10283822
Paraguay,PRY,36164068797,36054281572,39008900332,40384691791,38145288940,5414.799138,2.866700328,7044636,6.59469986,1.027186294,South America,6956071
West Bank and Gaza,PSE,12673000000,13425700000,14498100000,14615900000,,,,4685306,25.3404007,,Asia,4569087
Pacific island small states,PSS,8895487244,9313395708,10008508092,10379816021,10456001897,4192.973761,2.385913765,2493696,,4.438507694,#N/A,2457367
Post-demographic dividend,PST,4.45E+13,4.55E+13,4.74E+13,5.02E+13,5.07E+13,45530.24815,2.092246138,1112914457,4.988106028,1.821119727,#N/A,1109441474
French Polynesia,PYF,,,,,,,,279287,,,Oceania,277679
Qatar,QAT,1.62E+11,1.52E+11,1.67E+11,1.91E+11,1.83E+11,64781.7332,-3.950060423,2832067,,-1.533054714,Asia,2781677
Romania,ROU,1.78E+11,1.88E+11,2.12E+11,2.42E+11,2.50E+11,12919.52964,6.915802527,19356544,3.91170001,2.763585341,Europe,19472545
Russian Federation,RUS,1.36E+12,1.28E+12,1.57E+12,1.67E+12,1.70E+12,11584.99538,3.784178916,144373535,4.495699883,1.881005386,Europe,144477860
Rwanda,RWA,8582588883,8734161828,9253098954,9627720630,10122472590,801.656187,0.369892344,12626950,15.30169964,4.150754633,Africa,12301939
South Asia,SAS,2.70E+12,2.92E+12,3.35E+12,3.45E+12,3.60E+12,1959.917165,2.310899451,1835776742,,1.576730271,#N/A,1814388744
Saudi Arabia,SAU,6.54E+11,6.45E+11,6.89E+11,7.87E+11,7.93E+11,23139.79866,0.48638359,34268528,,0.575380031,Asia,33699947
Sudan,SDN,74294471279,51772232495,45379127306,26078607539,18902284476,441.5056034,17.82652776,42813238,,,Africa,41801533
Senegal,SEN,17774766636,19040312815,20996564752,23236007428,23578084052,1446.830965,1.677973053,16296364,,4.17056005,Africa,15854360
Singapore,SGP,3.08E+11,3.19E+11,3.42E+11,3.73E+11,3.72E+11,65233.28244,0.094866033,5703569,3.099999905,28.34620769,Asia,5638676
Solomon Islands,SLB,1154650069,1230459714,1309631133,1395608475,1425074226,2127.538508,2.194593044,669823,,2.300728771,Oceania,652858
Sierra Leone,SLE,4218723875,3674794530,3739577973,4085114794,3941474311,504.4625434,3.877019075,7813215,,9.328996487,Africa,7650154
El Salvador,SLV,23438240000,24191440000,24979200000,26117400000,27022640000,4187.250031,1.058462471,6453553,4.16989994,2.682025001,North America,6420744
San Marino,SMR,1419061356,1468895284,1528468143,1637931034,,,,33860,5.800000191,,Europe,33785
Somalia,SOM,,,,,,,,15442905,,,Africa,15008154
Serbia,SRB,39628549950,40630392019,44120425320,50597289147,51409167351,7402.354559,2.46134336,6944975,10.39480019,8.329038969,Europe,6982604
Sub-Saharan Africa (excluding high income),SSA,1.65E+12,1.52E+12,1.62E+12,1.70E+12,1.74E+12,1573.013688,2.399873507,1105594562,,1.65580886,#N/A,1076944455
South Sudan,SSD,11997800760,,,,,,,11062113,,,Africa,10975920
Sub-Saharan Africa,SSF,1.67E+12,1.54E+12,1.64E+12,1.71E+12,1.76E+12,1585.436468,2.399873507,1106957898,,1.681690728,#N/A,1078306520
Small states,SST,4.51E+11,4.43E+11,4.84E+11,5.34E+11,5.25E+11,12730.94449,2.173372572,41255484,,7.387141997,#N/A,40576543
Sao Tome and Principe,STP,318266475.3,347544772,375040835.1,422295934.2,429016605.2,1994.906467,4.631128087,215056,,6.545964169,Africa,211028
Suriname,SUR,4787367928,3128953537,3210064506,3458090452,3985250737,6854.906561,16.07055602,581372,,1.816768847,South America,575991
Slovak Republic,SVK,88457167724,89640616271,95481955558,1.06E+11,1.05E+11,19329.0968,2.633176653,5454073,5.754199982,2.193735657,Europe,5446771
Slovenia,SVN,43090173062,44651537260,48561672401,54034358544,53742159517,25739.24781,2.419303797,2087946,4.445799828,3.181776098,Europe,2073894
Sweden,SWE,5.05E+11,5.16E+11,5.41E+11,5.55E+11,5.31E+11,51610.06606,2.759023703,10285453,6.832600117,4.596146114,Europe,10175214
Eswatini,SWZ,4073390990,3840677845,4446248676,4710618470,4405405802,3837.026994,1.776705489,1148130,,2.904861157,Africa,1136191
Sint Maarten (Dutch part),SXM,,,,,,,,40733,,,North America,40654
Seychelles,SYC,1377495052,1426651766,1524486801,1586008997,1698843063,17401.72151,3.195156617,97625,2.950700045,13.87287427,Africa,96762
Syrian Arab Republic,SYR,,,,,,,,17070135,,,Asia,16906283
Turks and Caicos Islands,TCA,893501650,950357510,962525840,1022312010,,,,38191,,,North America,37665
Chad,TCD,10950392220,10097778354,10000395242,11239167048,11314951343,709.5403101,2.85603412,15946876,,5.007877928,Africa,15477751
East Asia & Pacific (IDA & IBRD countries),TEA,1.33E+13,1.35E+13,1.48E+13,1.66E+13,1.72E+13,8308.334363,2.385913765,2067984156,4.399162025,1.32777091,#N/A,2056064424
Europe & Central Asia (IDA & IBRD countries),TEC,3.62E+12,3.48E+12,3.90E+12,4.07E+12,4.14E+12,8988.92805,3.36688331,460799505,6.791639747,2.206701216,#N/A,458970243.5
Togo,TGO,4180866177,4486979198,4819949975,5356344850,5459979417,675.5422133,2.101430257,8082366,,2.441637851,Africa,7889094
Thailand,THA,4.01E+11,4.13E+11,4.56E+11,5.07E+11,5.44E+11,7808.192916,0.74779637,69625582,0.716400027,1.127582344,Asia,69428524
Tajikistan,TJK,7854602392,6952678127,7157865188,7522947810,8116626794,870.7875893,5.000434472,9321018,,2.621898679,Asia,9100837
Turkmenistan,TKM,35799714286,36180000000,37926285714,40761142857,,,,5942089,,,Asia,5850908
Latin America & the Caribbean (IDA & IBRD countries),TLA,5.29E+12,5.16E+12,5.75E+12,5.57E+12,5.47E+12,8681.196686,2.508911807,630644770,8.220769468,3.261031755,#N/A,624668856
Timor-Leste,TLS,1596658767,1656039024,1609669330,1568611562,1673540300,1294.188934,3.166956473,1293119,,4.45644022,Asia,1267972
Middle East & North Africa (IDA & IBRD countries),TMN,1.42E+12,1.44E+12,1.41E+12,,,,1.550147404,384771780,,1.342402683,#N/A,378327628
Tonga,TON,435438217.3,401109307.4,430174168.7,450353313.9,,,,104494,,,Oceania,103197
South Asia (IDA & IBRD),TSA,2.70E+12,2.92E+12,3.35E+12,3.45E+12,3.60E+12,1959.917165,2.310899451,1835776742,,1.576730271,#N/A,1814388744
Sub-Saharan Africa (IDA & IBRD countries),TSS,1.67E+12,1.54E+12,1.64E+12,1.71E+12,1.76E+12,1585.436468,2.399873507,1106957898,,1.681690728,#N/A,1078306520
Trinidad and Tobago,TTO,25062893969,22284780327,22474828527,23808146748,24100202834,17276.46545,0.98241853,1394973,,0.533454109,North America,1389858
Tunisia,TUN,43173480832,41801210428,39802430355,39770297329,38797709924,3317.541013,7.034490791,11694719,15.13389969,2.088199173,Africa,11565204
Turkey,TUR,8.60E+11,8.64E+11,8.53E+11,7.71E+11,7.54E+11,9042.492983,13.92879576,83429615,13.66549969,1.164748625,Asia,82319724
Tuvalu,TUV,35492074.22,36547799.58,40619251.99,42588164.97,47271463.33,4059.029996,8.693957115,11646,,0.632225156,Oceania,11508
Tanzania,TZA,47378599025,49774021003,53320625959,58001200572,63177068175,1122.12181,4.630443224,58005463,,1.760765468,Africa,56318348
Uganda,UGA,32124730771,28967460677,30756466548,32772824209,34387229486,776.7685759,0.618257527,44269594,,3.6816772,Africa,42723139
Ukraine,UKR,91030959455,93355993629,1.12E+11,1.31E+11,1.54E+11,3659.031312,8.129994331,44385155,8.194399834,3.793054655,Europe,44622518
Upper middle income,UMC,2.13E+13,2.13E+13,2.36E+13,2.53E+13,2.58E+13,9040.045782,2.152152101,2855862789,6.181003973,1.639560146,#N/A,2837691842
Uruguay,URY,53274304222,52687612262,59530088536,59596885023,56045912952,16190.12696,7.667916457,3461734,9.350700378,1.72860678,South America,3449299
United States,USA,1.82E+13,1.87E+13,1.95E+13,2.05E+13,2.14E+13,65118.35833,1.743652449,328239523,3.669199944,1.645102035,North America,326687501
Uzbekistan,UZB,81847410182,81779012351,59159945321,50392607758,57921286440,1724.841134,19.2336211,33580650,,3.996149928,Asia,32956100
St. Vincent and the Grenadines,VCT,755400000,774429629.6,792177777.8,811300000,825385185.2,7463.537831,1.388941207,110589,,13.69865472,North America,110210
"Venezuela, RB",VEN,,,,,,,,28515829,,,South America,28870195
British Virgin Islands,VGB,,,,,,,,30030,,,North America,29802
Virgin Islands (U.S.),VIR,3748000000,3863000000,3855000000,,,,,106631,,,North America,106977
Vietnam,VNM,1.93E+11,2.05E+11,2.24E+11,2.45E+11,2.62E+11,2715.276036,1.788598602,96462106,2.039799929,6.154521757,Asia,95540395
Vanuatu,VUT,759689950.9,804332795.6,880043553.7,906050107,917058850.8,3058.065675,1.999290969,299882,,4.470814492,Oceania,292680
World,WLD,7.52E+13,7.63E+13,8.12E+13,8.64E+13,8.77E+13,11428.56985,2.275250508,7673533972,,1.769973558,#N/A,7591932907
Samoa,WSM,788307330.6,799376439.5,831903809.7,820491817.3,850655017.2,4315.920675,2.210399747,197097,,0.119828777,Oceania,196130
Kosovo,XKX,6442915788,6719172017,7245707185,7942961738,7926108374,4417.50994,1.040576934,1794248,25.55620003,3.83650401,#N/A,1797085
"Yemen, Rep.",YEM,36976204506,28084676409,24561327989,27591261663,,,,29161922,,,Asia,28498687
South Africa,ZAF,3.18E+11,2.96E+11,3.50E+11,3.68E+11,3.51E+11,6001.400814,4.021220705,58558270,28.46809959,1.31590385,Africa,57779622
Zambia,ZMB,21243347377,20954761767,25868142077,27005238896,23064722446,1291.343357,3.498589389,17861030,,2.375783671,Africa,17351822
Zimbabwe,ZWE,19963120600,20548678100,22040902300,24311560500,21440758800,1463.98591,-4.035234871,14645468,16.85659981,1.30592393,Africa,14439018
